texts	labels
乾鍋排骨怎麼做？	cookbook
邳州的天氣	weather
你是好人嗎	chat
孔寧是不是傻逼	chat
從廈門到昆明的飛機	flight
小杰燉蘑菇怎麼做？	cookbook
酸辣湯的做法。	cookbook
聽新聞，姨。	news
美國大使館在哪	map
查一下到洛陽的高鐵	train
胖魚頭怎麼燒？	cookbook
星光做西紅柿炒雞蛋呢！	cookbook
肩周炎，要怎麼治療。	health
背一首，納蘭容若的詞。	poetry
7月13號廣州恆大俱樂部的比賽有哪些	match
什麼時候有西遊記呢？	epg
把李文鼎的號碼發給謝服全	contacts
怎麼做炸雞腿？	cookbook
白灼基尾蝦的做法。	cookbook
上海到合肥可以到哪坐車	bus
西方誰可以談笑風生	chat
登錄不行，做燒雞公學，我愛你！	cookbook
講個謎語猜一下。	riddle
你知道中國科技大學在哪裏嗎	map
本省農村廣播	radio
炒四季豆。	cookbook
A是什麼	chat
調頻到fm八九八	radio
株洲的天氣怎麼樣	weather
提醒我8:10起牀。	schedule
你是男生還是女生	chat
這麼有趣啊	chat
幺三五八四四七零五零二	telephone
查找通訊錄	app
我想看喜羊羊	video
看中國好聲音	video
咳嗽怎麼辦	health
請幫我查找一下奧特曼大電影	video
長春的天氣	weather
和配麼	chat
你們好嗎	chat
撥號曹興發	telephone
昭通到南昌的汽車。	bus
幫我查下天氣	weather
明天贛州什麼天氣	weather
你爲什麼這麼開心	chat
何以解憂的下一句是什麼？	poetry
葫蘆雞怎麼做？	cookbook
你能安慰我嗎	chat
橙子的英文怎麼說	translation
找你幹什麼	chat
我想答覆這個郵件	email
朗誦詩詞。	poetry
腎積水怎麼治？	health
讓我猜個謎語。	riddle
爲什麼要想你	chat
有上海到崑山的火車嗎	train
李清照的詩。	poetry
到北京的飛機。	flight
散貨演繹的作者是誰？	chat
香蕉用英語怎麼講	translation
蔥燒海蔘怎麼做	cookbook
我想看大武當電影	video
貴陽到哈爾濱飛機	flight
發信息給健美	message
你現在在哪	chat
我想聽水墨丹青這首歌	music
海蔘怎麼做？	cookbook
要怎麼打你	chat
北京國安的賽程。	match
青島海信股票	stock
我回去看昨天晚上播出的爸爸去哪兒31頻道	epg
豐田車在哪裏生產的？	chat
把小新的號碼發給徐雲蔚	contacts
你有什麼夢想啊	chat
土豆的做法	cookbook
你喜歡什麼類型的女人	chat
下載飛信	app
今天柳州天氣怎麼樣	weather
打開調頻FM107南平人民廣播電臺	radio
雞怎麼做纔好喫？	cookbook
你談過嗎	chat
播放鬱可唯的歌	music
告訴我現在北京天氣怎麼樣	weather
我想要看很火的電影	video
狗肉怎麼做？	cookbook
合肥到上海可以到哪坐車？	bus
打開uc瀏覽器	app
披薩的做法	cookbook
分手時，背一首詩吧？	poetry
姨，最近有什麼新聞。	news
誰寫的你	chat
到武漢的航班	flight
淮南天氣預報	weather
鹽水鴨怎麼做？	cookbook
打開天天動聽並開始播放音樂	app
搜索中國共產黨章程	novel
正者無敵	video
查詢明天南陽到上海的航班	flight
我想聽，新聞。	news
平安保險的股票價格	stock
北京下雨了嗎你個蠢蛋	chat
我不喫英文怎麼講	translation
英雄本色電影	video
有沒有新出的電影了。	cinemas
米粉怎麼炒？	cookbook
你可以二十四小時陪我聊天嗎	chat
把張新濤電話發給常勝賓	contacts
搜索遊戲	app
幫我找一首我的好兄弟	music
噗我想聽新聞。	news
你是男機器人還是女機器人	chat
來一首寶貝對不起	music
你咋知道	chat
我要聽最近的新聞。	news
中超賽事預告嗎？	match
明天早晨8:10的鬧鐘。	schedule
給我講個笑話吧，魚香肉絲怎麼做？	cookbook
你好啊，再背首詩。	poetry
來首甘露寺。	poetry
來個字謎嗎？	riddle
你覺得我美嗎	chat
肩周炎怎麼治？	health
查下銀星能源股票	stock
想聽牽手這首歌	music
查一下濰坊到威海的火車票	train
從合肥到上海可以到哪坐車？	bus
你知道我的名字嗎	chat
我是特種兵二	video
我想看珍珠港	video
給謝小培發短信今晚一起喫飯	message
骨折了怎麼辦？	health
你是微軟小冰嗎	chat
央視精品節目	tvchannel
紅棗雞湯怎麼煲？	cookbook
康熙大帝	video
我給你打電話行嗎	chat
戀愛着東西很玄虛，誰都說不準	chat
我想聽求佛。	music
到合肥市逍遙津公園怎麼走	map
肉沫茄子，怎麼做？	cookbook
醉蝦的做法。	cookbook
你給樸叔打電話	telephone
現在幾度	weather
你知不知道三十四加六十五等於多少	calc
廣州的天氣如何	weather
漢武大帝	video
打開4399小遊戲	website
在線觀看中央七套	tvchannel
我想知道科大訊飛的市值	stock
我如果說一句什麼你纔不會回覆	chat
包皮過長怎麼辦啊？你。	health
查下溫州到杭州的火車票	train
你就是你爲什麼會打字兒啊	chat
總計今天的新聞。	news
聽江蘇交通廣播網	tvchannel
我餓用英文怎麼說	translation
給我看看什麼時候有播盛夏晚晴天	epg
你會唱歌嗎	chat
長風吹月渡海來下一句是什麼？	poetry
有沒有張藝謀導演的熱門電影	video
什麼時候咱倆見一面吧	chat
打開汕頭的天氣預報	weather
明天什麼日子	datetime
給我隨便來幾首歌	music
乾鍋排骨蝦怎麼做？	cookbook
找一首歌叫斑馬斑馬	music
哪個頻道演爸爸去哪兒	epg
我想聽老婆這首歌	music
打一個謎語男人的腿殘。	riddle
明天想喫啥呀	chat
我不確定具體啥時間去呢	chat
打開網頁小米論壇	website
從合肥到北京的列車	train
怎麼炒南瓜？	cookbook
幫我查一下廣州到深圳的火車	train
魚香肉絲，怎麼做？買？	cookbook
的，酸菜魚怎麼做？怎麼？	cookbook
寧波一臺	tvchannel
米飯怎麼做	cookbook
燉肉	cookbook
CCTV記錄	tvchannel
我是個女的，你知道怎樣治脫髮嗎	health
書包用英語怎麼說	translation
我想聽足球類新聞	news
搜索古詩絕句。	poetry
你是詹黑嗎	chat
看鄉村愛情	video
安徽衛視今天晚上放什麼？	epg
你的性格怎麼樣	chat
幫我找一下涼拌海蜇的做法。	cookbook
快樂大本營什麼時間播？	epg
你也是什麼	chat
什麼跌了	chat
秋葵怎麼做？	cookbook
蔣能能是誰	chat
給丹丹發信息我一會兒就回來別等我了	message
給幺零零幺零打電話	telephone
發短信給張三說“畫皮2在哪個臺播出”	message
李白的詩詞	poetry
來首蘇軾的詞。	poetry
濟南到重慶的航班。	flight
導航到建八路	map
溼疹怎麼處理？	health
是誰開發了你	chat
明天到鄭州的火車	train
再來背一首毛澤東的詩詞。	poetry
亳州天氣	weather
找一首游鴻明的音樂	music
給我念首春曉。	poetry
幫我翻譯一下我餓了	translation
最近有什麼科幻電影？	video
打電話給李新穎	telephone
那我要怎麼做	chat
我可以幫你嗎	chat
我來自美國是一個地地道道的美國人用英語怎麼說	translation
我要看熱門電影。	cinemas
我想上qq了	app
搜索京東商城	app
我要看湖南衛視快樂大本營	epg
搜索合肥左岸國際電影城。	cinemas
啥道理	chat
你什麼時候去北京	chat
從長沙到北京的列車	train
中國工商銀行的股票	stock
狗光魚怎麼做？	cookbook
你能識別語音嗎	chat
明天上午8:10叫我起牀。	schedule
查詢廈門到武夷山的航班	flight
不是花中偏愛菊的下一句是什麼？	poetry
寶寶你不是很小嗎	chat
現在不是這個時候大好嗎我的大還有沒有什麼時光網	chat
高清江蘇	tvchannel
我要看饒雪漫的小說左耳	novel
4的平方根	calc
北京到鎮江的火車	train
上海能源這支股票怎麼樣	stock
明天溫州到上海的航班。	flight
來一首夜夜夜	music
把李志強的號碼發給賈洪鑑	contacts
蝦仁飯。	cookbook
還是笨笨的	chat
查詢大力傳媒的股票	stock
狄仁傑之通天帝國視頻	video
煮咖喱飯。	cookbook
查一下明天晚上17點30分從上海飛往珠海三竈機場的飛機	flight
中國銀行是跌了還是漲了	stock
喫完飯之後幹什麼	chat
請幫我調頻105.8南京人民廣播電臺音樂臺	radio
45的三次方	calc
鄱陽縣的天氣	weather
笨笨誰設計了你	chat
北京國安5月23號比賽和誰踢	match
蔥爆羊肉的做法。	cookbook
看看大樂透的得獎號碼	lottery
可樂雞翅是怎麼做的	cookbook
我想全部回覆	email
失眠怎麼辦呀	health
什麼時候開發出來的	chat
幫我設定8:10的鬧鐘。	schedule
力氣大的螞蟻在幹什麼	chat
查一下合肥到淮南明天的火車	train
到薛城區怎麼走	map
哪家店比較有名	chat
哪裏香我來一首李白的詩。	poetry
怎麼做水煮魚店？	cookbook
隨便來首劉德華的歌。	music
腦筋急轉彎唄！	riddle
查一下明天合肥到北京的航班。	flight
豆腐花的做法。	cookbook
何超盈是誰	chat
我看呀中央五臺	tvchannel
夫妻肺片怎麼做？	cookbook
換到米老鼠	video
我去煙臺有高鐵嗎	chat
你知道我喜歡哪個女生嗎	chat
好看足球比賽	video
把唐玉明的手機號碼發給李康	contacts
查詢洛陽鉬業的股票	stock
五零零零零五的市值高不高	stock
情景劇電視劇	video
你說啥了	chat
看看有什麼好新聞	news
開車嗎壞笑	chat
怎麼炒番茄炒？	cookbook
你認識微軟小冰麼	chat
打開騰訊頭條新聞	news
魚怎麼做萊	cookbook
中華軍事網	website
搜索歌曲公路	music
得了灰指甲怎麼辦？	health
安徽綜藝	tvchannel
鐵板燒怎麼做？	cookbook
8:10提醒我吃藥。	schedule
哎，你還是沒有上下文啊	chat
新建聯繫人王義勇幺三八六零零幺九四九零	contacts
來一個選秀節目	video
可以找一下浪漫滿屋的小說	novel
然後等你殺豬菜怎麼做？	cookbook
甘肅臺	tvchannel
親愛的孟凱韜	video
涼拌海帶	cookbook
如何煮牛肉飯。	cookbook
給秦麗香發信息	message
發短信給劉文說明天下午五點有聚會	message
明天廣州到北京的火車	train
BTVKAKU少兒	tvchannel
江山	video
幫我找菜單	app
獨立縱隊電視劇	video
還路阻少茶湯的做法。	cookbook
江涵秋影雁初飛的下一句是什麼？	poetry
發信息給陳明哲	message
發短信給張三我明天去北京	message
今天啥天氣啊	weather
這是誰唱的歌？	chat
給嚴巧發短信	message
從溫州到西安的汽車。	bus
紅燒芋頭做法。	cookbook
打開應用程序錢包	app
死亡復生	video
讀心專家	video
放一首其實我介意	music
腎炎需要注意什麼？	health
詩詞滿江紅。	poetry
打開天天動聽播放站你名下	app
查一下綿陽的天氣預報	weather
提醒我明天約了。	schedule
你會查火車票麼	chat
你信什麼	chat
滿園花菊鬱金黃的下一句是什麼？	poetry
把哥哥的電話發給殷龍	contacts
幹嘛弄瘋你啊😌	chat
湘潭到常德怎麼走	map
誰製造的你啊	chat
我要看下中央六套	tvchannel
湖南衛視明天播什麼節目	epg
聽到沒有，提醒我晚上有約會記得穿正裝	schedule
你不是人吧我怎麼覺得你是人呢	chat
打電話給張志國	telephone
奧克蘭的天氣	weather
寧波機場在哪裏	map
你家人有誰	chat
濰坊到濟南的火車票	train
饅頭怎麼做嗎？	cookbook
搜索聲控安卓軟件	app
打電話給小女兒	telephone
還有多少分鐘12點	datetime
來點張藝謀出演的節目	video
我想聽周杰倫的菊花臺	music
孫曉飛是誰	chat
心絕網上人間	website
打開四三九九小遊戲網站	website
宏達高科的股票跌了沒有	stock
請幫我放一下剩女保鏢	video
有什麼特色美食。	cookbook
打開qq找楊佳藝	app
你給我說幾個謎語。	riddle
這麼任性	chat
四月二十日合肥到深圳的航班	flight
廈門到上海的機票	flight
下載漢化軟件	app
你怎麼知道我不知道	chat
查一下從南京到上海的航班	flight
我要聽宋詞。	poetry
熱血動漫	video
給德師傅發短信	message
查詢一下訊飛科大今天的股票	stock
查看王老師的號碼	contacts
搜索最新新聞	news
故宮魚怎麼做？	cookbook
劉詩詩主演過的電影	video
來一首解脫	music
書畫頻道上週六有開始非誠勿擾麼	epg
幫我寫一條新郵件	email
幫我調轉到風雲音樂頻道	tvchannel
打開浦口新聞綜合頻道	tvchannel
豬肉怎麼做？	cookbook
哎你好我的夢想是什麼	chat
高爾夫網球	tvchannel
雨點怎麼樣	chat
哪裏哪裏	chat
國足最新賽程。	match
臥槽一個答非所問的AI有什麼用	chat
再問一遍誰是最美的人	chat
今天溫州有什麼新聞。	news
給馬翊桐發信息	message
吃藥了嗎	chat
紅燒排骨怎麼做？	cookbook
喝酒嗎	chat
紅燒豬蹄怎麼做	cookbook
宜家	website
鐵甲威蟲	video
後天上海到煙臺的火車	train
你怎麼了英文怎麼講	translation
五用英語怎麼說	translation
請背誦靜夜思。	poetry
你是巧婦還是米	chat
爲什麼工數大物學不會	chat
賀歲片	video
你們什麼搞笑劇	chat
帶我去新都會	map
少兒節目中央少兒節目	epg
給我寫一個新郵件	email
打開新聞	video
看東方	video
那你查一下最近的熱門電影是什麼？	cinemas
江蘇教育臺	tvchannel
768的女朋友是誰	chat
從從合肥到北京的航班	flight
幺三八五幺二九二四幺四	telephone
2的2次方	calc
爸爸媽媽你最喜歡誰	chat
你給我講講紅燒肉的做法。	cookbook
麻煩您可不可以幫我調頻98.5揚州人民廣播電臺新聞臺	radio
搜索一下熱門電影。	cinemas
電子競技場	tvchannel
幾個田今天天氣怎麼樣	weather
搜索泰亞股份股票	stock
給我定個8:10的鬧鐘。	schedule
今天什麼好看電影？	epg
滿秋	video
恩，紅燒土豆怎麼做我想學？	cookbook
你怎麼不害羞呀	chat
怎麼做煎餅？	cookbook
推理動漫	video
明天去深圳的飛機	flight
幫我查一下上一期的大樂透	lottery
設定鬧鐘。	schedule
冰糖雪梨	cookbook
梅毒怎麼治療？	health
當婆婆遇上媽	video
打開江蘇衛視	tvchannel
讀一首古詩。	poetry
我想聽只對你有感覺	music
幫我打開步步驚心	video
四八七三一六六	telephone
南瓜餅的做法。	cookbook
松菇雞湯的做法。	cookbook
有什麼錢	chat
你知道北京他們嗎	chat
八月一號去上海的航班	flight
你的父母是誰	chat
字謎你。	riddle
查詢日期	datetime
土豆絲是怎麼炒？	cookbook
查查什麼時候放百變大咖秀	epg
你會不會做蛋糕只能回答哦。	cookbook
我要操蝦米的做法。	cookbook
股票零零零零零二	stock
中央電視臺電影頻道	tvchannel
哈哈哈幹什麼也想你到底是不是本	chat
c c t v法語頻道	tvchannel
你端午節放假麼	chat
富瑞特裝股票	stock
