	texts	labels
1596	也來個燈謎嗎？	riddle
1597	水裏有什麼	chat
1598	爆笑謎語	riddle
1599	非誠勿擾什麼時候演啊	epg
1600	哦哦，查一下香港最新上映電影。	cinemas
1601	哪年呀	chat
1602	勁爆在車	video
1603	什麼太美了	chat
1604	查一下到長途汽車站去的最省錢的線路	map
1605	哦買噶誰開發的你這麼猥瑣	chat
1606	什麼理由	chat
1607	你不喜歡哪個顏色	chat
1608	一千五英語怎麼說	translation
1609	要回應的這麼賤麼	chat
1610	CCTV四套	tvchannel
1611	北流的天氣	weather
1612	色情暴力嗎	chat
1613	你知道葉哲是誰嗎	chat
1614	國際新聞。	news
1615	你出錢嗎我沒有錢	chat
1616	麪包的配方。	cookbook
1617	高清動作電影	video
1618	打電話給幺三二三五六二零二五五	telephone
1619	月詠牡丹的下一句，是什麼？	poetry
1620	地心歷險記二	video
1621	咱們結婚吧什麼時候播出	epg
1622	說蘿蔔怎麼做？	cookbook
1623	還有多少天過年	datetime
1624	幫我查一下紅燒肉的做法	cookbook
1625	最近有什麼好看的電視連續劇武打的。	video
1626	餛燉怎麼做？	cookbook
1627	蒸雞蛋糕	cookbook
1628	放一首音樂給我聽	music
1629	小說英語怎麼說	translation
1630	魔幻劇	video
1631	秋娃娃寫信給誰	chat
1632	搜索娛樂新聞。	news
1633	訊飛語音我想知道山東省東營市今天的新聞。	news
1634	怎麼燒西紅柿炒蛋	cookbook
1635	想唱就唱	video
1636	到公園怎麼走	map
1637	杜甫兵車行。	poetry
1638	翻譯一下明天我跳河自殺	translation
1639	我想到科大訊飛怎麼走	map
1640	春熙路怎麼走	map
1641	電影私人定製	video
1642	包鋼稀土股票價格	stock
1643	打一下公司張總的電話	telephone
1644	中央電視臺少兒頻道大耳朵圖圖	epg
1645	哦，中超比賽時間三比五。	match
1646	去常州武進路線	map
1647	冷麪的做法。	cookbook
1648	你是什麼意思呀	chat
1649	熱火NBA季前賽的那個賽程。	match
1650	你需要喫東西嗎	chat
1651	查詢北京到上海的路線	map
1652	怎麼治感冒？	health
1653	動畫片巴啦啦小魔仙	video
1654	說話，給我搜一下做蘋果麥片粥是怎麼做啊？	cookbook
1655	CCTV8高清電視劇	tvchannel
1656	我要聽勸化這首歌	music
1657	54的立方再加上35	calc
1658	現在幾號	datetime
1659	我想全部迴應	email
1660	週二電影。	epg
1661	鋤禾日當午，下面一句是什麼？	poetry
1662	男朋友總借錢怎麼辦	chat
1663	打電話給美華	telephone
1664	從這裏到市中心怎麼走	map
1665	給我定一張株洲到深圳的機票	flight
1666	播放神話	video
1667	你認識siri嗎	chat
1668	幫我打開c c t v五	tvchannel
1669	我要寫條新郵件	email
1670	明天有火車到襄陽嗎	train
1671	最近的新電影有哪些？	cinemas
1672	甲亢。	health
1673	從哪回來	chat
1674	美菱電器的昨日收盤價是多少	stock
1675	可不中央五套明天的節目單	epg
1676	玄幻小說 幻神	novel
1677	查詢恆光電影院即將上映的電影	cinemas
1678	白天干什麼	chat
1679	打一個燈謎啊，你。	riddle
1680	隨便給我放幾首歌	music
1681	斯皮爾伯格導演的電影	video
1682	中國新華網打開	website
1683	查一下最近有什麼電影？	video
1684	你愛喫嗎	chat
1685	你和小冰有什麼不一樣	chat
1686	大腸癌	health
1687	後天什麼天氣	weather
1688	給我查一下，乳腺增生怎麼治療？	health
1689	你希望我分手嗎	chat
1690	新建聯繫人王滿秀幺三七 六四零七零二九五	contacts
1691	幹嘛去？	chat
1692	來首李白的詩集。	poetry
1693	我要看唐家三少寫的玄幻小說絕世唐門	novel
1694	搜索小說校園全能高手。	novel
1695	今晚安徽衛視有什麼節目	epg
1696	幫我調頻92.4中國國際廣播電臺行不行？	radio
1697	打石寶電話	telephone
1698	can you speak English?	chat
1699	給我講一個謎語吧！	riddle
1700	涼皮的製作方法。	cookbook
1701	我要猜一個字謎。	riddle
1702	發短信給王小露的	message
1703	。咳嗽	health
1704	有體育方面的嗎	chat
1705	NBA比賽時間。	match
1706	草莓芒果西米露。	cookbook
1707	那你最愛的人是誰	chat
1708	上海回合肥怎麼坐汽車	bus
1709	影視頻道有什麼節目	epg
1710	咖喱牛腩怎麼做	cookbook
1711	3的平方除以2的立方的商減去4的平方根的立方	calc
1712	看看現在幾點幾分	datetime
1713	特莫文蔚的陰天。	music
1714	你研發團隊有些誰	chat
1715	我不知道的英文怎麼說	translation
1716	你願意做娟的女朋友嗎	chat
1717	那你是不是很苗條呢	chat
1718	你聽說過這句名言嗎	chat
1719	青蛙在做什麼	chat
1720	廣西新聞網	website
1721	嗯我幫你啥	chat
1722	單個詞是什麼情況	chat
1723	甲魚，鄧雞，如何製作。	cookbook
1724	上百度網站	website
1725	動畫片	video
1726	涼拌菜	cookbook
1727	什麼新聞呢	chat
1728	播放斷點	music
1729	誰告你我的名字的	chat
1730	是說我好嗎我逗你玩兒	chat
1731	對了嗎	chat
1732	你的好朋友是誰	chat
1733	你知道水嗎	chat
1734	截止目前銀鴿投資股份的市值是多少	stock
1735	炸饅頭片	cookbook
1736	調頻fm九十六點三	radio
1737	替我答覆這條郵件	email
1738	幫我查一下蘇州到上海的火車	train
1739	唉你叫什麼名字	chat
1740	甜酒怎麼做？	cookbook
1741	土豆炒肉絲的做法	cookbook
1742	湖南臺演什麼節目	epg
1743	找湖南衛視	tvchannel
1744	你好像沒理解我我真的在倒時差有什麼可以讓我睡覺的方法麼	chat
1745	來一個字謎，二。	riddle
1746	發信息給學超	message
1747	南光集團怎麼走	map
1748	紅燒豬腳怎麼做啊？	cookbook
1749	你家在家還是如家	chat
1750	這麼誇張	chat
1751	幫我寫一封郵件	email
1752	聽時間煮雨這首歌	music
1753	查詢今天成都到北京的航班	flight
1754	半夜不要照鏡子	video
1755	明天上午9點距離現在還有多久	datetime
1756	刑偵電視劇	video
1757	幫我網上訂車票	train
1758	請幫我調一下電臺到鎮江新聞廣播	radio
1759	我想聽你最珍貴這首音樂	music
1760	幫我查詢一下溫州到上海的火車	train
1761	現在是兩點了嗎	datetime
1762	酸菜魚怎麼煮啊？	cookbook
1763	王菲傳奇。	music
1764	給靖哥哥發短信說我不回來喫飯了	message
1765	蒼狼	video
1766	廬山天氣	weather
1767	請告訴我清蒸桂魚怎麼做？	cookbook
1768	另一個8:10的鬧鐘。	schedule
1769	福爾摩探案急翻譯成英文	translation
1770	哪個飯店好喫	chat
1771	進入三w點百度點com	website
1772	六零零零三六昨天的漲跌幅情況	stock
1773	請查詢一下深圳飛往上海的航班	flight
1774	給黃槓發短信	message
1775	新建聯繫人孫曉飛幺三八三八四四三八九五	contacts
1776	到科大訊飛怎麼走更快一些	map
1777	高清央視綜合頻道	tvchannel
1778	125的立方根	calc
1779	紅燒排骨怎麼做的嗎？	cookbook
1780	王石的事你怎麼看	chat
1781	查尋標兵的號碼	contacts
1782	糖醋鯉魚怎麼做？而？	cookbook
1783	棗莊到淄博的火車票	train
1784	我要看靈異推理小說	novel
1785	高淳轉播2	tvchannel
1786	河南衛視節目單。	epg
1787	舊金山幾點幾分	datetime
1788	你，湖南衛視正在播出什麼？你。	epg
1789	你在什麼地方	chat
1790	我想看看股票零零二幺幺八紫鑫藥業股吧	stock
1791	上海飛往北京的航班	flight
1792	我是你什麼人	chat
1793	背將進酒。	poetry
1794	我想看周星馳的喜劇電影喜劇之王	video
1795	腎虛怎麼治療	health
1796	東方高清檯的節目單	epg
1797	丁效是誰	chat
1798	中超比賽時間，我。	match
1799	頭暈該怎麼辦？	health
1800	發信息給蘇建江	message
1801	坐宮保雞丁需要哪些材料？	cookbook
1802	狸貓換太子	video
1803	查看七樂彩的得獎號碼	lottery
1804	搜索15選5的號碼信息	lottery
1805	我是說我要看一起又看流星雨	video
1806	釣魚島事件。	news
1807	關於釣魚島的新聞進展	news
1808	湖北荊州到黃石的火車	train
1809	媽媽說了什麼	chat
1810	關節痛怎麼辦？	health
1811	每天8:10起牀。	schedule
1812	金山詞霸	app
1813	陳醋排骨的做法。	cookbook
1814	ok好，來首李白的詩詞。	poetry
1815	油燜大蝦怎麼做	cookbook
1816	背一下春曉孟浩然。	poetry
1817	新建聯繫人18622625490	contacts
1818	這麼多回答不了的問題	chat
1819	時間的英文怎麼講	translation
1820	你是不是被我弄瘋了	chat
1821	這麼裝逼	chat
1822	想看韓劇	video
1823	呼叫a 二小姐	telephone
1824	什麼是色	chat
1825	中國新聲代	video
1826	近視眼怎麼治療	health
1827	你在哪裏上學啊	chat
1828	啊腦筋急轉彎啊	riddle
1829	排骨堡湯的做法。	cookbook
1830	我想聽想唱就唱	music
1831	我要查看郵件	email
1832	那那個什麼你真是好可愛的小貓呀	chat
1833	北京財經臺	tvchannel
1834	發郵件給晶晶	email
1835	人們誇獎誰	chat
1836	上饒到南昌的火車票	train
1837	我在想怎麼回去比較好	chat
1838	哦，安徽衛視今晚放什麼節目？	epg
1839	怎麼樣？做紅燒肉。	cookbook
1840	怎麼去龍陽路	map
1841	小是什麼	chat
1842	做紅燒肉要哪些材料呀！	cookbook
1843	電影頻道明天放什麼	epg
1844	乾鍋排骨怎麼做？	cookbook
1845	邳州的天氣	weather
1846	你是好人嗎	chat
1847	孔寧是不是傻逼	chat
1848	從廈門到昆明的飛機	flight
1849	小杰燉蘑菇怎麼做？	cookbook
1850	酸辣湯的做法。	cookbook
1851	聽新聞，姨。	news
1852	美國大使館在哪	map
1853	查一下到洛陽的高鐵	train
1854	胖魚頭怎麼燒？	cookbook
1855	星光做西紅柿炒雞蛋呢！	cookbook
1856	肩周炎，要怎麼治療。	health
1857	背一首，納蘭容若的詞。	poetry
1858	7月13號廣州恆大俱樂部的比賽有哪些	match
1859	什麼時候有西遊記呢？	epg
1860	把李文鼎的號碼發給謝服全	contacts
1861	怎麼做炸雞腿？	cookbook
1862	白灼基尾蝦的做法。	cookbook
1863	上海到合肥可以到哪坐車	bus
1864	西方誰可以談笑風生	chat
1865	登錄不行，做燒雞公學，我愛你！	cookbook
1866	講個謎語猜一下。	riddle
1867	你知道中國科技大學在哪裏嗎	map
1868	本省農村廣播	radio
1869	炒四季豆。	cookbook
1870	A是什麼	chat
1871	調頻到fm八九八	radio
1872	株洲的天氣怎麼樣	weather
1873	提醒我8:10起牀。	schedule
1874	你是男生還是女生	chat
1875	這麼有趣啊	chat
1876	幺三五八四四七零五零二	telephone
1877	查找通訊錄	app
1878	我想看喜羊羊	video
1879	看中國好聲音	video
1880	咳嗽怎麼辦	health
1881	請幫我查找一下奧特曼大電影	video
1882	長春的天氣	weather
1883	和配麼	chat
1884	你們好嗎	chat
1885	撥號曹興發	telephone
1886	昭通到南昌的汽車。	bus
1887	幫我查下天氣	weather
1888	明天贛州什麼天氣	weather
1889	你爲什麼這麼開心	chat
1890	何以解憂的下一句是什麼？	poetry
1891	葫蘆雞怎麼做？	cookbook
1892	你能安慰我嗎	chat
1893	橙子的英文怎麼說	translation
1894	找你幹什麼	chat
1895	我想答覆這個郵件	email
1896	朗誦詩詞。	poetry
1897	腎積水怎麼治？	health
1898	讓我猜個謎語。	riddle
1899	爲什麼要想你	chat
1900	有上海到崑山的火車嗎	train
1901	李清照的詩。	poetry
1902	到北京的飛機。	flight
1903	散貨演繹的作者是誰？	chat
1904	香蕉用英語怎麼講	translation
1905	蔥燒海蔘怎麼做	cookbook
1906	我想看大武當電影	video
1907	貴陽到哈爾濱飛機	flight
1908	發信息給健美	message
1909	你現在在哪	chat
1910	我想聽水墨丹青這首歌	music
1911	海蔘怎麼做？	cookbook
1912	要怎麼打你	chat
1913	北京國安的賽程。	match
1914	青島海信股票	stock
1915	我回去看昨天晚上播出的爸爸去哪兒31頻道	epg
1916	豐田車在哪裏生產的？	chat
1917	把小新的號碼發給徐雲蔚	contacts
1918	你有什麼夢想啊	chat
1919	土豆的做法	cookbook
1920	你喜歡什麼類型的女人	chat
1921	下載飛信	app
1922	今天柳州天氣怎麼樣	weather
1923	打開調頻FM107南平人民廣播電臺	radio
1924	雞怎麼做纔好喫？	cookbook
1925	你談過嗎	chat
1926	播放鬱可唯的歌	music
1927	告訴我現在北京天氣怎麼樣	weather
1928	我想要看很火的電影	video
1929	狗肉怎麼做？	cookbook
1930	合肥到上海可以到哪坐車？	bus
1931	打開uc瀏覽器	app
1932	披薩的做法	cookbook
1933	分手時，背一首詩吧？	poetry
1934	姨，最近有什麼新聞。	news
1935	誰寫的你	chat
1936	到武漢的航班	flight
1937	淮南天氣預報	weather
1938	鹽水鴨怎麼做？	cookbook
1939	打開天天動聽並開始播放音樂	app
1940	搜索中國共產黨章程	novel
1941	正者無敵	video
1942	查詢明天南陽到上海的航班	flight
1943	我想聽，新聞。	news
1944	平安保險的股票價格	stock
1945	北京下雨了嗎你個蠢蛋	chat
1946	我不喫英文怎麼講	translation
1947	英雄本色電影	video
1948	有沒有新出的電影了。	cinemas
1949	米粉怎麼炒？	cookbook
1950	你可以二十四小時陪我聊天嗎	chat
1951	把張新濤電話發給常勝賓	contacts
1952	搜索遊戲	app
1953	幫我找一首我的好兄弟	music
1954	噗我想聽新聞。	news
1955	你是男機器人還是女機器人	chat
1956	來一首寶貝對不起	music
1957	你咋知道	chat
1958	我要聽最近的新聞。	news
1959	中超賽事預告嗎？	match
1960	明天早晨8:10的鬧鐘。	schedule
1961	給我講個笑話吧，魚香肉絲怎麼做？	cookbook
1962	你好啊，再背首詩。	poetry
1963	來首甘露寺。	poetry
1964	來個字謎嗎？	riddle
1965	你覺得我美嗎	chat
1966	肩周炎怎麼治？	health
1967	查下銀星能源股票	stock
1968	想聽牽手這首歌	music
1969	查一下濰坊到威海的火車票	train
1970	從合肥到上海可以到哪坐車？	bus
1971	你知道我的名字嗎	chat
1972	我是特種兵二	video
1973	我想看珍珠港	video
1974	給謝小培發短信今晚一起喫飯	message
1975	骨折了怎麼辦？	health
1976	你是微軟小冰嗎	chat
1977	央視精品節目	tvchannel
1978	紅棗雞湯怎麼煲？	cookbook
1979	康熙大帝	video
1980	我給你打電話行嗎	chat
1981	戀愛着東西很玄虛，誰都說不準	chat
1982	我想聽求佛。	music
1983	到合肥市逍遙津公園怎麼走	map
1984	肉沫茄子，怎麼做？	cookbook
1985	醉蝦的做法。	cookbook
1986	你給樸叔打電話	telephone
1987	現在幾度	weather
1988	你知不知道三十四加六十五等於多少	calc
1989	廣州的天氣如何	weather
1990	漢武大帝	video
1991	打開4399小遊戲	website
1992	在線觀看中央七套	tvchannel
1993	我想知道科大訊飛的市值	stock
1994	我如果說一句什麼你纔不會回覆	chat
1995	包皮過長怎麼辦啊？你。	health
1996	查下溫州到杭州的火車票	train
1997	你就是你爲什麼會打字兒啊	chat
1998	總計今天的新聞。	news
1999	聽江蘇交通廣播網	tvchannel
2000	我餓用英文怎麼說	translation
2001	給我看看什麼時候有播盛夏晚晴天	epg
2002	你會唱歌嗎	chat
2003	長風吹月渡海來下一句是什麼？	poetry
2004	有沒有張藝謀導演的熱門電影	video
2005	什麼時候咱倆見一面吧	chat
2006	打開汕頭的天氣預報	weather
2007	明天什麼日子	datetime
2008	給我隨便來幾首歌	music
2009	乾鍋排骨蝦怎麼做？	cookbook
2010	找一首歌叫斑馬斑馬	music
2011	哪個頻道演爸爸去哪兒	epg
2012	我想聽老婆這首歌	music
2013	打一個謎語男人的腿殘。	riddle
2014	明天想喫啥呀	chat
2015	我不確定具體啥時間去呢	chat
2016	打開網頁小米論壇	website
2017	從合肥到北京的列車	train
2018	怎麼炒南瓜？	cookbook
2019	幫我查一下廣州到深圳的火車	train
2020	魚香肉絲，怎麼做？買？	cookbook
2021	的，酸菜魚怎麼做？怎麼？	cookbook
2022	寧波一臺	tvchannel
2023	米飯怎麼做	cookbook
2024	燉肉	cookbook
2025	CCTV記錄	tvchannel
2026	我是個女的，你知道怎樣治脫髮嗎	health
2027	書包用英語怎麼說	translation
2028	我想聽足球類新聞	news
2029	搜索古詩絕句。	poetry
2030	你是詹黑嗎	chat
2031	看鄉村愛情	video
2032	安徽衛視今天晚上放什麼？	epg
2033	你的性格怎麼樣	chat
2034	幫我找一下涼拌海蜇的做法。	cookbook
2035	快樂大本營什麼時間播？	epg
2036	你也是什麼	chat
2037	什麼跌了	chat
2038	秋葵怎麼做？	cookbook
2039	蔣能能是誰	chat
2040	給丹丹發信息我一會兒就回來別等我了	message
2041	給幺零零幺零打電話	telephone
2042	發短信給張三說“畫皮2在哪個臺播出”	message
2043	李白的詩詞	poetry
2044	來首蘇軾的詞。	poetry
2045	濟南到重慶的航班。	flight
2046	導航到建八路	map
2047	溼疹怎麼處理？	health
2048	是誰開發了你	chat
2049	明天到鄭州的火車	train
2050	再來背一首毛澤東的詩詞。	poetry
2051	亳州天氣	weather
2052	找一首游鴻明的音樂	music
2053	給我念首春曉。	poetry
2054	幫我翻譯一下我餓了	translation
2055	最近有什麼科幻電影？	video
2056	打電話給李新穎	telephone
2057	那我要怎麼做	chat
2058	我可以幫你嗎	chat
2059	我來自美國是一個地地道道的美國人用英語怎麼說	translation
2060	我要看熱門電影。	cinemas
2061	我想上qq了	app
2062	搜索京東商城	app
2063	我要看湖南衛視快樂大本營	epg
2064	搜索合肥左岸國際電影城。	cinemas
2065	啥道理	chat
2066	你什麼時候去北京	chat
2067	從長沙到北京的列車	train
2068	中國工商銀行的股票	stock
2069	狗光魚怎麼做？	cookbook
2070	你能識別語音嗎	chat
2071	明天上午8:10叫我起牀。	schedule
2072	查詢廈門到武夷山的航班	flight
2073	不是花中偏愛菊的下一句是什麼？	poetry
2074	寶寶你不是很小嗎	chat
2075	現在不是這個時候大好嗎我的大還有沒有什麼時光網	chat
2076	高清江蘇	tvchannel
2077	我要看饒雪漫的小說左耳	novel
2078	4的平方根	calc
2079	北京到鎮江的火車	train
2080	上海能源這支股票怎麼樣	stock
2081	明天溫州到上海的航班。	flight
2082	來一首夜夜夜	music
2083	把李志強的號碼發給賈洪鑑	contacts
2084	蝦仁飯。	cookbook
2085	還是笨笨的	chat
2086	查詢大力傳媒的股票	stock
2087	狄仁傑之通天帝國視頻	video
2088	煮咖喱飯。	cookbook
2089	查一下明天晚上17點30分從上海飛往珠海三竈機場的飛機	flight
2090	中國銀行是跌了還是漲了	stock
2091	喫完飯之後幹什麼	chat
2092	請幫我調頻105.8南京人民廣播電臺音樂臺	radio
2093	45的三次方	calc
2094	鄱陽縣的天氣	weather
2095	笨笨誰設計了你	chat
2096	北京國安5月23號比賽和誰踢	match
2097	蔥爆羊肉的做法。	cookbook
2098	看看大樂透的得獎號碼	lottery
2099	可樂雞翅是怎麼做的	cookbook
2100	我想全部回覆	email
2101	失眠怎麼辦呀	health
2102	什麼時候開發出來的	chat
2103	幫我設定8:10的鬧鐘。	schedule
2104	力氣大的螞蟻在幹什麼	chat
2105	查一下合肥到淮南明天的火車	train
2106	到薛城區怎麼走	map
2107	哪家店比較有名	chat
2108	哪裏香我來一首李白的詩。	poetry
2109	怎麼做水煮魚店？	cookbook
2110	隨便來首劉德華的歌。	music
2111	腦筋急轉彎唄！	riddle
2112	查一下明天合肥到北京的航班。	flight
2113	豆腐花的做法。	cookbook
2114	何超盈是誰	chat
2115	我看呀中央五臺	tvchannel
2116	夫妻肺片怎麼做？	cookbook
2117	換到米老鼠	video
2118	我去煙臺有高鐵嗎	chat
2119	你知道我喜歡哪個女生嗎	chat
2120	好看足球比賽	video
2121	把唐玉明的手機號碼發給李康	contacts
2122	查詢洛陽鉬業的股票	stock
2123	五零零零零五的市值高不高	stock
2124	情景劇電視劇	video
2125	你說啥了	chat
2126	看看有什麼好新聞	news
2127	開車嗎壞笑	chat
2128	怎麼炒番茄炒？	cookbook
2129	你認識微軟小冰麼	chat
2130	打開騰訊頭條新聞	news
2131	魚怎麼做萊	cookbook
2132	中華軍事網	website
2133	搜索歌曲公路	music
2134	得了灰指甲怎麼辦？	health
2135	安徽綜藝	tvchannel
2136	鐵板燒怎麼做？	cookbook
2137	8:10提醒我吃藥。	schedule
2138	哎，你還是沒有上下文啊	chat
2139	新建聯繫人王義勇幺三八六零零幺九四九零	contacts
2140	來一個選秀節目	video
2141	可以找一下浪漫滿屋的小說	novel
2142	然後等你殺豬菜怎麼做？	cookbook
2143	甘肅臺	tvchannel
2144	親愛的孟凱韜	video
2145	涼拌海帶	cookbook
2146	如何煮牛肉飯。	cookbook
2147	給秦麗香發信息	message
2148	發短信給劉文說明天下午五點有聚會	message
2149	明天廣州到北京的火車	train
2150	BTVKAKU少兒	tvchannel
2151	江山	video
2152	幫我找菜單	app
2153	獨立縱隊電視劇	video
2154	還路阻少茶湯的做法。	cookbook
2155	江涵秋影雁初飛的下一句是什麼？	poetry
2156	發信息給陳明哲	message
2157	發短信給張三我明天去北京	message
2158	今天啥天氣啊	weather
2159	這是誰唱的歌？	chat
2160	給嚴巧發短信	message
2161	從溫州到西安的汽車。	bus
2162	紅燒芋頭做法。	cookbook
2163	打開應用程序錢包	app
2164	死亡復生	video
2165	讀心專家	video
2166	放一首其實我介意	music
2167	腎炎需要注意什麼？	health
2168	詩詞滿江紅。	poetry
2169	打開天天動聽播放站你名下	app
2170	查一下綿陽的天氣預報	weather
2171	提醒我明天約了。	schedule
2172	你會查火車票麼	chat
2173	你信什麼	chat
2174	滿園花菊鬱金黃的下一句是什麼？	poetry
2175	把哥哥的電話發給殷龍	contacts
2176	幹嘛弄瘋你啊😌	chat
2177	湘潭到常德怎麼走	map
2178	誰製造的你啊	chat
2179	我要看下中央六套	tvchannel
2180	湖南衛視明天播什麼節目	epg
2181	聽到沒有，提醒我晚上有約會記得穿正裝	schedule
2182	你不是人吧我怎麼覺得你是人呢	chat
2183	打電話給張志國	telephone
2184	奧克蘭的天氣	weather
2185	寧波機場在哪裏	map
2186	你家人有誰	chat
2187	濰坊到濟南的火車票	train
2188	饅頭怎麼做嗎？	cookbook
2189	搜索聲控安卓軟件	app
2190	打電話給小女兒	telephone
2191	還有多少分鐘12點	datetime
2192	來點張藝謀出演的節目	video
2193	我想聽周杰倫的菊花臺	music
2194	孫曉飛是誰	chat
2195	心絕網上人間	website
2196	打開四三九九小遊戲網站	website
2197	宏達高科的股票跌了沒有	stock
2198	請幫我放一下剩女保鏢	video
2199	有什麼特色美食。	cookbook
2200	打開qq找楊佳藝	app
2201	你給我說幾個謎語。	riddle
2202	這麼任性	chat
2203	四月二十日合肥到深圳的航班	flight
2204	廈門到上海的機票	flight
2205	下載漢化軟件	app
2206	你怎麼知道我不知道	chat
2207	查一下從南京到上海的航班	flight
2208	我要聽宋詞。	poetry
2209	熱血動漫	video
2210	給德師傅發短信	message
2211	查詢一下訊飛科大今天的股票	stock
2212	查看王老師的號碼	contacts
2213	搜索最新新聞	news
2214	故宮魚怎麼做？	cookbook
2215	劉詩詩主演過的電影	video
2216	來一首解脫	music
2217	書畫頻道上週六有開始非誠勿擾麼	epg
2218	幫我寫一條新郵件	email
2219	幫我調轉到風雲音樂頻道	tvchannel
2220	打開浦口新聞綜合頻道	tvchannel
2221	豬肉怎麼做？	cookbook
2222	哎你好我的夢想是什麼	chat
2223	高爾夫網球	tvchannel
2224	雨點怎麼樣	chat
2225	哪裏哪裏	chat
2226	國足最新賽程。	match
2227	臥槽一個答非所問的AI有什麼用	chat
2228	再問一遍誰是最美的人	chat
2229	今天溫州有什麼新聞。	news
2230	給馬翊桐發信息	message
2231	吃藥了嗎	chat
2232	紅燒排骨怎麼做？	cookbook
2233	喝酒嗎	chat
2234	紅燒豬蹄怎麼做	cookbook
2235	宜家	website
2236	鐵甲威蟲	video
2237	後天上海到煙臺的火車	train
2238	你怎麼了英文怎麼講	translation
2239	五用英語怎麼說	translation
2240	請背誦靜夜思。	poetry
2241	你是巧婦還是米	chat
2242	爲什麼工數大物學不會	chat
2243	賀歲片	video
2244	你們什麼搞笑劇	chat
2245	帶我去新都會	map
2246	少兒節目中央少兒節目	epg
2247	給我寫一個新郵件	email
2248	打開新聞	video
2249	看東方	video
2250	那你查一下最近的熱門電影是什麼？	cinemas
2251	江蘇教育臺	tvchannel
2252	768的女朋友是誰	chat
2253	從從合肥到北京的航班	flight
2254	幺三八五幺二九二四幺四	telephone
2255	2的2次方	calc
2256	爸爸媽媽你最喜歡誰	chat
2257	你給我講講紅燒肉的做法。	cookbook
2258	麻煩您可不可以幫我調頻98.5揚州人民廣播電臺新聞臺	radio
2259	搜索一下熱門電影。	cinemas
2260	電子競技場	tvchannel
2261	幾個田今天天氣怎麼樣	weather
2262	搜索泰亞股份股票	stock
2263	給我定個8:10的鬧鐘。	schedule
2264	今天什麼好看電影？	epg
2265	滿秋	video
2266	恩，紅燒土豆怎麼做我想學？	cookbook
2267	你怎麼不害羞呀	chat
2268	怎麼做煎餅？	cookbook
2269	推理動漫	video
2270	明天去深圳的飛機	flight
2271	幫我查一下上一期的大樂透	lottery
2272	設定鬧鐘。	schedule
2273	冰糖雪梨	cookbook
2274	梅毒怎麼治療？	health
2275	當婆婆遇上媽	video
2276	打開江蘇衛視	tvchannel
2277	讀一首古詩。	poetry
2278	我想聽只對你有感覺	music
2279	幫我打開步步驚心	video
2280	四八七三一六六	telephone
2281	南瓜餅的做法。	cookbook
2282	松菇雞湯的做法。	cookbook
2283	有什麼錢	chat
2284	你知道北京他們嗎	chat
2285	八月一號去上海的航班	flight
2286	你的父母是誰	chat
2287	字謎你。	riddle
2288	查詢日期	datetime
2289	土豆絲是怎麼炒？	cookbook
2290	查查什麼時候放百變大咖秀	epg
2291	你會不會做蛋糕只能回答哦。	cookbook
2292	我要操蝦米的做法。	cookbook
2293	股票零零零零零二	stock
2294	中央電視臺電影頻道	tvchannel
2295	哈哈哈幹什麼也想你到底是不是本	chat
2296	c c t v法語頻道	tvchannel
2297	你端午節放假麼	chat
2298	富瑞特裝股票	stock
